amount_in,amount_out,in_token,out_token,platform,timestamp,tx_hash,volume_usd,wallet,new_timestamp,latency,tim_in_sec,platform_encoded,price_out,price_change_pct,position_change,pl_pattern,consecutive_losses,consecutive_wins,hour,trade_freq,volume_spike,timesamp,time_diff,price_in,pnl
2.240867611,42490798.02,WSOL,$25.8m,pumpdotfun,7/3/2025 6:19,38QSi6fxtJsWUyZudkEq1UNFRXrpvuxeFXgypXsUisDcei2gLvbVFB7BRtQwBJaaQUy2AdSTL4CfGTeEydp1Ezt9,347.9843313,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:19,1,1,0,8.19E-06,,,,,,7/3/2025 6:00,11,FALSE,7/3/2025 6:19,,155.29,
28161.22906,1.98,BTC,WSOL,raydium,7/3/2025 6:25,2M2YYdMRZdopiBjcaz3kykeAJoig6uJiXSgjcduazbnXSQQ2MYB2MenLLr4aANDpi5nT266VjseiFW3qQhKdZXSk,307.7118,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:25,0 days 00:06:30,390,2,155.41,1897641353,12566.10969,-40.2725313,,,7/3/2025 6:00,11,FALSE,7/3/2025 6:25,6.5,0.010926789,-0.010918599
40436839.82,1.485,æ£’ä¸­æŒ‡,WSOL,raydium_launchlab,7/3/2025 6:30,5T9gTV3Lw982t9taYxpsVhCiso7NF4fPr25ZHU5nbqYbxWKknvkKEzLcuvLTSUrTd1wbYB4HbbhaSrZZiUxPNhhM,230.84325,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:30,0 days 00:04:54,294,3,155.45,0.025738369,1434.904652,-76.86855,2,0,7/3/2025 6:00,11,FALSE,7/3/2025 6:30,4.9,5.71E-06,155.4099943
4620260.825,0.2475,æ£’ä¸­æŒ‡,WSOL,raydium_launchlab,7/3/2025 6:31,2FXLpLwv941PnVYwAtyXKKzhj4qZcZRwVBrEUNbWedJhd4EVaepDTkXAHQcdaNFesRvo7BWi2KHQfjBa2yPZJbUs,38.473875,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:31,0 days 00:00:17,17,3,155.45,0,-0.885741298,-192.369375,3,0,7/3/2025 6:00,11,FALSE,7/3/2025 6:31,0.283333333,8.33E-06,155.4499917
2.57676384,45057100.64,WSOL,æ£’ä¸­æŒ‡,raydium_launchlab,7/3/2025 6:31,5ozr4Sv9kGFKzhTFM71rLt8VSWZBHzkN7nXssMfriM5UR8gGrN4BnWesdfGnh3WBaEgQWLjDbLWudaSB5h52ioGp,400.5579389,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:31,0 days 00:00:12,12,3,8.89E-06,-99.99999428,-0.999999442,362.0840639,2,1,7/3/2025 6:00,11,TRUE,7/3/2025 6:31,0.2,155.45,1.09E-08
41108726.61,1.470297028,NimDoor,WSOL,pumpdotfun,7/3/2025 6:31,2VR2AV9XPWT8iujk78FsUGUDDE31U4t73YvesahoGagoAAwJSokXBh2UXsxRtuRM8sZUNR75gHEVivVgFPuM9qHh,228.557673,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:31,0 days 00:00:32,32,0,155.45,1748592454,15953625.01,-172.0002659,2,1,7/3/2025 6:00,11,FALSE,7/3/2025 6:31,0.533333333,5.56E-06,3.33E-06
4551012.198,0.245049503,NimDoor,WSOL,pumpdotfun,7/3/2025 6:32,3ncGk3SrP7M4CFQdFCLaHVxPGNN1AoH4oBjDytybBbVL99HVRm7sS94DjRg8Ug5CX4HM5437wfd8oHdmtwkzG6Vv,38.09294524,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:32,0 days 00:00:18,18,0,155.45,-2.41E-09,-0.889293282,-190.4647278,2,1,7/3/2025 6:00,11,FALSE,7/3/2025 6:32,0.3,8.37E-06,155.4499916
2.153434932,45659738.81,WSOL,NimDoor,pumpdotfun,7/3/2025 6:32,4SSkPPE8NxTw7FG1d2pjmf39dTdZao4Wyhr7LZXGSpQ4sPKGU4RUhVC7r67YaQsFqDNLHE9GdfjDr2tAEJYv9dnK,334.7514602,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:32,0 days 00:00:11,11,0,7.33E-06,-99.99999528,-0.999999527,296.658515,2,1,7/3/2025 6:00,11,FALSE,7/3/2025 6:32,0.183333333,155.45,-1.51E-08
153.776772,0.99,USDC,WSOL,raydium,7/3/2025 6:32,38EzHy4noAsT1LbBHiAwYkghd2ijgex6Q8iaWxkd4ceJs8j6iwW4fbDVq6RS1bZEpp8sCG5wB9LTk9CTvhPpBH14,153.7658538,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:32,0 days 00:00:19,19,2,155.3190442,2118534943,70.40999234,-180.9856064,2,1,7/3/2025 6:00,11,FALSE,7/3/2025 6:32,0.316666667,0.999929,-0.999921668
9.859056881,227743.4669,WSOL,BlueChip,raydium,7/3/2025 6:39,4iKvbou47zWybQajFYe2K1kBXbACnvELDPYGxig29x9zMpMCVCWszKPzVJdvS6YpBuQ3Bn5fmzEgtrbUUWSwrSmi,1531.604486,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:39,0 days 00:06:42,402,2,0.00672513,-99.99567012,-0.935887217,1377.838632,1,2,7/3/2025 6:00,11,TRUE,7/3/2025 6:39,6.7,155.35,-0.030955711
14.72769441,309263.5605,WSOL,BlueChip,raydium,7/3/2025 6:56,sZf4Vj33D3veQtUJ3cbei1vw1PCqM2hFPhrxB9SMCD9H81aHkyDzW5bKmQn3Vj1grRpUQQDK96C8WQCrRdCBTmo,2290.598311,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 6:56,0 days 00:17:15,1035,2,0.007406622,10.13351048,0.49382386,758.993825,1,2,7/3/2025 6:00,11,TRUE,7/3/2025 6:56,17.25,155.53,-155.5232748
8.724364556,1338.737588,WSOL,USDC,raydium,7/3/2025 14:48,3xkYABJwFYZ2G6XtmXjc8su71hxbUZDnrYqurYvfvk6kpt9iBT9jgGwKYZVdXxsJtjt7Z5L9iCRr4UTCBci1CGHs,1332.123224,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 14:48,0 days 07:51:30,28290,2,0.995059253,13334.72428,-0.407621837,-958.475087,1,2,7/3/2025 14:00,2,TRUE,7/3/2025 14:48,471.5,152.69,-152.6825934
19.70811937,3017.482872,WSOL,USDC,raydium,7/3/2025 14:48,55rp3Ku6BWvvearZda4sFvM1HN9JTDfBDEyHSmcQG4LWMoBZdxRzBN5N9M2DfiobdWKsAB6rq7XpUXKTDwFNmgYJ,3009.232747,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 14:48,0 days 00:00:25,25,2,0.997265892,0.221759548,1.258974765,1677.109523,1,2,7/3/2025 14:00,2,TRUE,7/3/2025 14:48,0.416666667,152.69,-151.6949408
8.911719732,1353.650534,WSOL,USDC,raydium,7/3/2025 15:28,BEEQWVAvfDoAhy5BXZYBBMnERVzGWsQF3i7B5BdBmqobLzCtEmzNfJaHyZD7rXqkM7QUmZJjtCwDAF7eMXs7y4i,1351.729649,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:28,0 days 00:40:12,2412,2,0.998580959,0.131867316,-0.547814808,-1657.503098,2,1,7/3/2025 15:00,11,TRUE,7/3/2025 15:28,40.2,151.68,-150.6827341
43566384.45,1.470297028,Degen,WSOL,pumpdotfun,7/3/2025 15:29,4iXLEdFMkRHjgejuj5mtuUAqCv6qyqmatQjLdmGNoif4rta3oN5CTxiLaoexBnfHd9czJSA3wFuLRfScv6SXYu3h,223.0146532,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:29,0 days 00:00:22,22,0,151.68,15089.55459,4888660.87,-1128.714996,2,1,7/3/2025 15:00,11,FALSE,7/3/2025 15:29,0.366666667,5.12E-06,0.99857584
1.6536179,43566384.45,WSOL,Degen,pumpdotfun,7/3/2025 15:29,5fstmUbNzVyzPDmUWw2ZTMvGcgienSruGHiuxN2HbcQ3Gm8bmqGTsqpxrLMnpTvDawfAgLvJdMmtd6FLq7KBMFa,250.8207631,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:29,0 days 00:00:27,27,0,5.76E-06,-99.9999962,-0.999999962,27.8061099,2,1,7/3/2025 15:00,11,FALSE,7/3/2025 15:29,0.45,151.68,-2.17E-08
7.508722494,1139.472244,WSOL,USDC,raydium,7/3/2025 15:34,3EshsoKruzWeprodfUz842A8Rxa9A2LkqRm7afWjUHXR8ZrD8roneQV7WFQiFyX4s7rAU4rNxXLDLSsMcEjfL5hG,1137.571458,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:34,0 days 00:05:01,301,2,0.998331872,17340454.1,3.540784479,886.7506949,1,2,7/3/2025 15:00,11,TRUE,7/3/2025 15:34,5.016666667,151.5,-151.4999943
20.51549015,3114.354549,WSOL,USDC,raydium,7/3/2025 15:34,4Z9jVvypZyj5ZMFDHrHF2G3fR6bnEJjVxY6XgVZfPoaxDafVNqAqYNDmddzGJiF5x5gYfif8kMyP9vxXH1Wm6sZR,3108.096758,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:34,0 days 00:00:08,8,2,0.997990662,-0.034177976,1.732221116,1970.5253,0,3,7/3/2025 15:00,11,TRUE,7/3/2025 15:34,0.133333333,151.5,-150.5016681
37.178172,0.2475,USDC,WSOL,raydium,7/3/2025 15:38,41PECotBD3bsm2YbVep1FtcBkjN21t6fZrkLknwLf7dysdkJBMResmHGXs6EJUs2AZvGTLoeZc4upc2Xkuu9KktV,37.17832071,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:38,0 days 00:03:33,213,2,150.2154372,14951.78785,0.812200037,-3070.918437,1,2,7/3/2025 15:00,11,FALSE,7/3/2025 15:38,3.55,1.000004,-0.002013338
18.80892287,2849.782767,WSOL,USDC,raydium,7/3/2025 15:45,3ZVnbaA2ig2KKteUrDmu6KwFPrGrvXceLpdTpBDwuHA3YoeLDvacB2xSGtBkycWhqU8zFrgfoRPiQ4NWWpqQDwJ7,2838.078372,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:45,0 days 00:06:54,414,2,0.995892882,-99.33702361,-0.494086937,2800.900051,1,2,7/3/2025 15:00,11,TRUE,7/3/2025 15:45,6.9,150.89,-0.674562796
37.19758,0.2475,USDC,WSOL,raydium,7/3/2025 15:48,4LbMhEw8NxuhZGSmDe2yViEmtTJsjMU4xeHZkYqW6KS71SgQV4zz841Zc1Sv18cYkqNXo1Z8ZA9ddYbc8c11AEoU,37.20416397,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:48,0 days 00:03:34,214,2,150.3198544,14993.9782,0.977656044,-2800.874208,2,1,7/3/2025 15:00,11,FALSE,7/3/2025 15:48,3.566666667,1.000177,-0.004284118
2.813997909,424.391076,WSOL,USDC,raydium,7/3/2025 15:52,2c8VBxVAwTHnp9BDX6Vi6e3pZdcwvCJNgepuwur5YFRigaYYjbx2XtU4dzue6FoU6FXa3SUR2T2JHfCCgK62FmeH,424.0976249,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:52,0 days 00:03:25,205,2,0.999308536,-99.33521188,-0.924349974,386.8934609,1,2,7/3/2025 15:00,11,TRUE,7/3/2025 15:52,3.416666667,150.71,-0.390145588
296.916146,1.98,USDC,WSOL,raydium,7/3/2025 15:52,2LpR56cAJacNw4SNGZLcMxKRcf2xfGiit63sjZZRB6zKzhahKSUxnJAE8gLwwoQixnsWJmPtHaayB6ucPAVWX28K,296.9084262,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:52,0 days 00:00:14,14,2,149.9537506,14905.751,104.5139896,-127.1891987,2,1,7/3/2025 15:00,11,FALSE,7/3/2025 15:52,0.233333333,0.999974,-0.000665464
297.109049,1.98,USDC,WSOL,raydium,7/3/2025 15:53,3MsrYcrMPRFHJwEaWKz4Y7B1oupzzZ81FbEyXjLz3ZH6BbTMxfvqDouWAaJCfZmuV36xJakm8yaWA2tBsCa9CBv6,297.1013242,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 15:53,0 days 00:01:20,80,2,150.0511738,0.064968853,0.000649688,0.192898,1,2,7/3/2025 15:00,11,FALSE,7/3/2025 15:53,1.333333333,0.999974,148.9537766
254015.0877,0.99,commodity,WSOL,raydium,7/3/2025 16:00,fzj6evNQPKy5HP4YKjD8UXGyUHnHqcDzyL7Uaarsjou48igJ4DkaDjxr2D9gwy8paFfNaXwJcXYeiV8BGnfQWhL,148.6782,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:00,0 days 00:06:36,396,2,150.18,0.085854818,853.9557429,-148.4231242,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:00,6.6,0.000585312,150.0505885
0.883948046,39142019.58,WSOL,TeslaWojak,pumpswap,7/3/2025 16:06,1SNuZTunmNmCx9eu1rKHPRyJ95KYfZmX5tgHHmHJwqUddEs49qxUioAgxNgiSPTmZ862x712Z88kn7C4tjk2Peq,133.1756126,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:06,0 days 00:06:27,387,1,3.40E-06,-99.99999773,-0.99999652,-15.5025874,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:06,6.45,150.66,-0.479999988
33172583.04,1.485,UChain,WSOL,raydium_launchlab,7/3/2025 16:09,2SFaSwrhGuVLhxviSzxbw8mhdjiLiYshgEDGEKrKemaL15pha4JJa45WCW38Y4GW9TkmPe5uutbwGrcs9wFurDKT,223.7301,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:09,0 days 00:02:33,153,3,150.66,4428090415,37527750.99,90.5544874,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:09,2.55,6.74E-06,-3.34E-06
11546025.85,0.99,UChain,WSOL,raydium_launchlab,7/3/2025 16:09,25h3USB3PqrQQ6B1Ss8X9VUaSWSj5syobtVeSPrNs5a82KW5xUj6couaWKQvV7vC4TWoP4Lp6R5niYTfgkVEHaZU,149.1534,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:09,0 days 00:00:09,9,3,150.66,0,-0.651940705,-74.5767,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:09,0.15,1.29E-05,150.6599871
4.337040417,44718608.88,WSOL,UChain,raydium_launchlab,7/3/2025 16:09,21DFD9fccdLJpJWAV775QRecVxPWsBQmjsf4EEfGhYsYUg1tzifFMHkjSP8nggCXJUgLZHUvvRY42hcjUxU5V3EM,653.4185092,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:09,0 days 00:00:26,26,3,1.46E-05,-99.9999903,-0.999999624,504.2651092,1,2,7/3/2025 16:00,21,TRUE,7/3/2025 16:09,0.433333333,150.66,5.82E-09
39117686.26,2.97,UChain,WSOL,raydium_launchlab,7/3/2025 16:11,5PWEB9yU3zL9y96Rbp7ZswLmsTENnafwnHUgQQa16xTv1tUzEFVCKQ62b3NHPZifBSNPpH1epexqbvjoHSUDRnEb,447.2523,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:11,0 days 00:01:12,72,3,150.59,1030606658,9019441.407,-206.1662092,2,1,7/3/2025 16:00,21,TRUE,7/3/2025 16:11,1.2,1.14E-05,3.18E-06
55309813.24,1.960396038,BOB,WSOL,pumpdotfun,7/3/2025 16:13,LBmsNHQxXF2hyELHzRpWEJhQShXAompNDzzGxv3WNWukN9YBQAfHFg4vCTxyRaS6izBjUEaEW9xe6UV9zVkaTtx,295.2160394,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:13,0 days 00:02:43,163,0,150.59,1.27E-08,0.413933658,-152.0362606,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:13,2.716666667,5.34E-06,150.5899947
2.185670487,55309813.24,WSOL,BOB,pumpdotfun,7/3/2025 16:14,634uAfi9VXm2YrEqnV4coSCAHkUvLvXXTAJXqHBQPjQ3VzQ39EAbczrUMBbe4ZRJmV2yD1ivRmzbMWMvyTZ8Q5kt,329.1401186,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:14,0 days 00:00:48,48,0,5.95E-06,-99.99999605,-0.99999996,33.9240792,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:14,0.8,150.59,3.62E-08
4.02202745,39117686.26,WSOL,UChain,raydium_launchlab,7/3/2025 16:15,4CEHvW3zJ5AwSZArj8z9oD731ywnfWaZtr5z3KPzuVwB3veKCyUTQehPJLFFSScxhggrtdpU6cTfUVbbZ5guhhVt,607.0848233,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:15,0 days 00:01:15,75,3,1.55E-05,160.7939952,0.840180152,277.9447047,1,2,7/3/2025 16:00,21,TRUE,7/3/2025 16:15,1.25,150.94,-150.939994
46101926.07,2.97,UChain,WSOL,raydium_launchlab,7/3/2025 16:15,254kP5JcJB8HkdFnshanik2RUmm1Tuumvh7bLSfZzp5JuqMJnRpKi2wkqsztwZbsZ1eKacMAKVY7kWxbiCR2Ws68,448.2918,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:15,0 days 00:00:02,2,3,150.94,972586157.7,11462358.88,-158.7930233,1,2,7/3/2025 16:00,21,TRUE,7/3/2025 16:15,0.033333333,9.72E-06,5.80E-06
2487919.376,0.2475,UChain,WSOL,raydium_launchlab,7/3/2025 16:17,kYqGnmLkgRdcWFHQVQBZmhXrqwMaqGqJpGxxSoM1vMHKDKrfqeZbmnPcZML9zrKmoBbYhry35BeKcmac7vKdrho,37.35765,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:17,0 days 00:01:19,79,3,150.94,0,-0.946034372,-410.93415,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:17,1.316666667,1.50E-05,150.939985
1739663.017,0.2475,UChain,WSOL,raydium_launchlab,7/3/2025 16:19,mn1VGhn4bqCQwvE1CZS2aFSCwfbGMorRWcuFx46eYXhAsCLepgSLUnQtSDEwNNce2FnwBpPmKB9zfLHrvqxb2Zc,37.35765,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:19,0 days 00:01:58,118,3,150.94,0,-0.300755871,0,2,0,7/3/2025 16:00,21,FALSE,7/3/2025 16:19,1.966666667,2.15E-05,150.9399785
4.013536156,50329508.46,WSOL,UChain,raydium_launchlab,7/3/2025 16:20,5vXWTXqnxdHqi2vwAGm2h9woXfFt3mSwcf86sZkqdqNz3KoxMKHaVRz6m8txQswRf1Ym7qrLCuxXs8FAdB3kRCUf,603.1943489,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:20,0 days 00:01:25,85,3,1.20E-05,-99.99999206,-0.999997693,565.8366989,1,1,7/3/2025 16:00,21,TRUE,7/3/2025 16:20,1.416666667,150.29,0.649999996
48804919.62,1.470297028,Bard,WSOL,pumpdotfun,7/3/2025 16:24,3v8SSNXL6jwtWc2PRkhWFVdiHfSof5y4EKCr5YY2m3qsurmBRcbFcjdbuUWuRxicRWVmMDsJ7b4WiiPRQVr6fQBg,220.9709403,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:24,0 days 00:03:48,228,0,150.29,1253994046,12160078.72,-382.2234086,1,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:24,3.8,4.53E-06,7.46E-06
3.180571096,48804919.62,WSOL,Bard,pumpdotfun,7/3/2025 16:24,G6bS6HoH32Mec5uptKGrSkHLS3SD93zEx3WwR22iMWusBG8XLAGbPGuKdJbVW72vnpuXNyuSCxZ6G43J3yajxS5,478.00803,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:24,0 days 00:00:10,10,0,9.79E-06,-99.99999348,-0.999999935,257.0370897,1,2,7/3/2025 16:00,21,TRUE,7/3/2025 16:24,0.166666667,150.29,-2.03E-08
44142850.65,1.470297028,Effortless,WSOL,pumpdotfun,7/3/2025 16:48,62BJBFLxHQ6nAas1xdfvbZVJBkcVy4CLAjHjjdcryHSsDgtCjvdeCXA2uzfs4ghhWvqi6Byu6RyxWrn6KAafdojf,221.6619799,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:48,0 days 00:24:25,1465,0,150.76,1539268954,13878906.06,-256.3460501,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:48,24.41666667,5.02E-06,4.77E-06
2.508851813,44142850.65,WSOL,Effortless,pumpdotfun,7/3/2025 16:49,245GJjznCgvr3Snsyf9Ehb4tiNty2pfFrkJ8zVjWtzwSaccyz7k6waTNKVnXGJN8ZtLZKeYF34xaTDrYtgZvKXGJ,378.2344993,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:49,0 days 00:00:27,27,0,8.57E-06,-99.99999432,-0.999999943,156.5725194,1,2,7/3/2025 16:00,21,TRUE,7/3/2025 16:49,0.45,150.76,-1.70E-08
46311416.2,1.470297028,Wastecoin,WSOL,pumpdotfun,7/3/2025 16:51,4WpfHDcnjybRosGcyp3N4Spf2YdqSxUXCQ8yVAtrqiizQ6FbcUSrDdEjm5nuSuCNYVP57GDbCsWzgvQHG1QPaGGZ,222.147178,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:51,0 days 00:02:19,139,0,151.09,1763335428,18459206.5,-156.0873213,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:51,2.316666667,4.80E-06,3.77E-06
2512587.589,0.245049503,Wastecoin,WSOL,pumpdotfun,7/3/2025 16:52,55qFhWabFgLH5PV9J8R3i4FPAbTkrnD2UmsTCm5Xs6DaswyJ82tmgv9yV7kpJuFhQM8mL1qRYXsXV79VuW6f2MUw,37.02452941,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:52,0 days 00:00:26,26,0,151.09,-1.31E-08,-0.945745827,-185.1226486,2,1,7/3/2025 16:00,21,FALSE,7/3/2025 16:52,0.433333333,1.47E-05,151.0899853
2291544.72,0.245049503,Wastecoin,WSOL,pumpdotfun,7/3/2025 16:52,34yDMExEiRGHmoR6AA5doUFJrK7bbwPjkFY1uf7AThppZHtZWngQFzfbSAYJmaxsCDQSyHBXxGD8sbvnS7qqVRZ4,37.02452941,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:52,0 days 00:00:08,8,0,151.09,0,-0.087974194,0,2,0,7/3/2025 16:00,21,FALSE,7/3/2025 16:52,0.133333333,1.62E-05,151.0899839
2.734325664,51115548.51,WSOL,Wastecoin,pumpdotfun,7/3/2025 16:52,3h3eX1tdTQ7bZHnfc2b4YMkavSseHQXvPRPPCeqSzzGb4NqD8z4JKg3pRP4m1fZFp1SdFQt5iCAYnDtZXAXkjmCS,413.1292646,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 16:52,0 days 00:00:24,24,0,8.08E-06,-99.99999465,-0.999998807,376.1047352,1,1,7/3/2025 16:00,21,TRUE,7/3/2025 16:52,0.4,151.09,-2.54E-09
55529336.46,1.98,PISS,WSOL,raydium_launchlab,7/3/2025 17:01,46ptSxTTDkFb5dBRYPykR4s8ghUsZD6jMdotVKtvkLP3uKrtbDNJBguozCaFdLPwoLFwpTQJsXtWWCXjYWZAjvax,298.5048,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 17:01,0 days 00:08:46,526,3,150.76,1865319245,20308237.04,-114.6244646,1,1,7/3/2025 17:00,34,FALSE,7/3/2025 17:01,8.766666667,5.38E-06,2.71E-06
4.277290626,55529336.46,WSOL,PISS,raydium_launchlab,7/3/2025 17:01,2Pf7cQjyfrH3V5BywERrroUPFLmk5f8ZA1nMCrxoh9Z53zBrdY42nasLzqwFNmhRRh3Ve4vQjr1QwshZvuu6hMH2,644.8443348,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 17:01,0 days 00:00:07,7,3,1.16E-05,-99.9999923,-0.999999923,346.3395348,1,2,7/3/2025 17:00,34,TRUE,7/3/2025 17:01,0.116666667,150.76,-5.67E-09
45551953.17,1.485,GREATNESS,WSOL,raydium_launchlab,7/3/2025 17:08,4AJ3tRaVNbwpQStC121f6fhHeH9gMdHYifANoLY6YE8tiAFZYSdBLuS9nM9Nes3xxktZsbAKriu4XqwU8jCb8bd6,224.24985,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 17:08,0 days 00:07:18,438,3,151.01,1300388947,10649720.32,-420.5944848,2,1,7/3/2025 17:00,34,FALSE,7/3/2025 17:08,7.3,4.92E-06,6.69E-06
3973877.649,0.2475,GREATNESS,WSOL,raydium_launchlab,7/3/2025 17:09,3mQ6MZjPSgEKqdDKyrZTWaq1krBv7X33kr2Ej6vXTCsSGhh4xm7LhqaEeDyCgVoHpWMdauTCwEPFo6orBsjJf4uN,37.374975,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 17:09,0 days 00:00:14,14,3,151.01,0,-0.912761641,-186.874875,2,1,7/3/2025 17:00,34,FALSE,7/3/2025 17:09,0.233333333,9.41E-06,151.0099906
2685002.612,0.2475,GREATNESS,WSOL,raydium_launchlab,7/3/2025 17:09,5bf2eeT3pjRsbFLz4LGAqZzCBJeWiX6iJ4wAwWfB2eSBVhu16y1yBA2oekHEYmhGk3LTGBSqK8r5nGbYq7GDU2gx,37.374975,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 17:09,0 days 00:00:13,13,3,151.01,0,-0.32433687,0,2,0,7/3/2025 17:00,34,FALSE,7/3/2025 17:09,0.216666667,1.39E-05,151.0099861
3.122458501,52210833.44,WSOL,GREATNESS,raydium_launchlab,7/3/2025 17:09,5sfXigLt93mL7WNDGSZ4VqwLMSv1hy8JzDk68doKHJNR9hL9U8Dvi3sjtH5v7gTQSxVJ5vordtpZRLXUnvr3dD6Q,471.5224582,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,7/3/2025 17:09,0 days 00:00:13,13,3,9.03E-06,-99.99999402,-0.999998837,434.1474832,1,1,7/3/2025 17:00,34,TRUE,7/3/2025 17:09,0.216666667,151.01,1.15E-08
