amount_in,amount_out,in_token,out_token,platform,timestamp,tx_hash,volume_usd,wallet,new_timestamp,latency,tim_in_sec,platform_encoded,price_out,price_change_pct,position_change,pl_pattern,consecutive_losses,consecutive_wins,hour,trade_freq,volume_spike,timesamp,time_diff,price_in,pnl,emotion,trigger_details
41607063.4,1.470297028,X,WSOL,pumpdotfun,2025-07-03 19:50:31,hHjHoDvDo8i8mvYaZhNJpXdAfpZ6KprGzeMoiQ3wUV9rTzBU2couyuhFVtBGGdMW9txX1mnAqdPDQX1spb8FURr,223.2940096,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:50:31,0 days 00:00:25,25,0,151.8699999711895,-3.7690028875658754e-08,1.2056603156258894,-1278.7199744,1.0,2.0,2025-07-03 19:00:00,58,False,2025-07-03 19:50:31,0.4166666666666667,5.366733226358869e-06,151.8699946616961,greed,"After win: 1140.33, pos change: 1.21"
2.357148435,41607063.4,WSOL,X,pumpdotfun,2025-07-03 19:50:36,5WtH2ntYyUgP4e9HhQvRSetrb87jnsiAhUxZBNipAK9GyuHghGfXWzGiZSuN5yQBwtGqrjph4QkH55ESbgxPQpUv,357.9801328,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:50:36,0 days 00:00:05,5,0,8.60383078128989e-06,-99.99999433473972,-0.9999999433473973,134.68612319999997,1.0,2.0,2025-07-03 19:00:00,58,False,2025-07-03 19:50:36,0.08333333333333333,151.86999999005153,-1.886203904177819e-08,revenge,"After loss: -1278.72, latency: 0 days 00:00:05"
33355524.42,1.470297028,X,WSOL,pumpdotfun,2025-07-03 19:50:54,5dp1N4DPw3eryiCC8nTEYrKnRR8A4pspah3HZLrTsef3ij299ag8KPqnkjZ3MJkwkGokAAjDBLEb7dPCRWRZeidK,223.2940096,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:50:54,0 days 00:00:18,18,0,151.8699999711895,1765143867.0506988,14150794.055891337,-134.68612319999997,2.0,1.0,2025-07-03 19:00:00,58,False,2025-07-03 19:50:54,0.3,6.694363631893994e-06,1.909467149395896e-06,greed,"After win: 134.69, pos change: 14150794.06"
3722909.795,0.245049503,X,WSOL,pumpdotfun,2025-07-03 19:50:59,4ibpxjCy3oJpV3Dmp9vftaRDD8wHvGJUrbDKMbdobKsXMhhjCXc7buz3C3jXM4pEYAHpTui4Xf5uTVarHBXiNqKM,37.21566802,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:50:59,0 days 00:00:05,5,0,151.86999999751072,1.733142518389741e-08,-0.8883870105556566,-186.07834158,2.0,1.0,2025-07-03 19:00:00,58,False,2025-07-03 19:50:59,0.08333333333333333,9.996392625462472e-06,151.86998997479685,revenge,"After loss: -134.69, latency: 0 days 00:00:05"
5625623.452,0.245049503,X,WSOL,pumpdotfun,2025-07-03 19:51:02,5wSyT4LsNZtq5V6azpgf6kPX4SpZsDYujcz78YGynGxFb7mCiSxR5mYSzeVjoEtphULYJe7QiY6ozQaTj6kXXRqV,37.21566802,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:51:02,0 days 00:00:03,3,0,151.86999999751072,0.0,0.511082395699034,0.0,2.0,0.0,2025-07-03 19:00:00,58,False,2025-07-03 19:51:02,0.05,6.615385536827786e-06,151.8699933821252,revenge,"After loss: -186.08, latency: 0 days 00:00:03"
5988508.471,0.245049503,X,WSOL,pumpdotfun,2025-07-03 19:51:14,5FwwonQvAhfZTboRDaUJC6QoiB1FQ1es956RExuDhtNfTHWzHZNmK2vWakHR7vcNjBT6adoXSCArgMuPa53mYQVR,37.21566802,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:51:14,0 days 00:00:12,12,0,151.86999999751072,0.0,0.06450574271390108,0.0,1.0,0.0,2025-07-03 19:00:00,58,False,2025-07-03 19:51:14,0.2,6.214513714094403e-06,151.869993782997,neutral,
2.018627018,48692566.14,WSOL,X,pumpdotfun,2025-07-03 19:51:31,4U4cQACshudLY3z3AgX6GCFs3SN8JTYYytDJpEiEUaz81TVtW98WkMiG247cxiGDiEaLXJdBmTDtbpSphHs1K7rA,306.5688852,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:51:31,0 days 00:00:17,17,0,6.296010038135156e-06,-99.9999958543425,-0.999999662916563,269.35321718,0.0,1.0,2025-07-03 19:00:00,58,False,2025-07-03 19:51:31,0.2833333333333333,151.86999998827915,9.231570174961234e-09,neutral,
41668043.41,1.470297028,ð•,WSOL,pumpdotfun,2025-07-03 19:51:50,23YLVUrxpCn2LW41PmGAnJCResB9YdsCPSh7yGzimYyvs1MAKfJxNDRg8NRCPdWFYs6VuG2xmAi22ZeCNNnahvLT,223.2940096,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:51:50,0 days 00:00:19,19,0,151.8699999711895,2412162508.5617323,20641773.3537801,-83.2748756,1.0,1.0,2025-07-03 19:00:00,58,False,2025-07-03 19:51:50,0.31666666666666665,5.3588791631721116e-06,9.371308749630441e-07,greed,"After win: 269.35, pos change: 20641773.35"
4062512.836,0.245049503,ð•,WSOL,pumpdotfun,2025-07-03 19:51:56,RiTZuDYRt7b99CQzh9c6QgyLZkZKUNDTbNZK1MWWjVJsD4SSU1ruA8tvJqFg6D8cw4Vmg7hck5j1xLreByfttxL,37.21566802,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:51:56,0 days 00:00:06,6,0,151.86999999751072,1.733142518389741e-08,-0.9025029134191352,-186.07834158,2.0,1.0,2025-07-03 19:00:00,58,False,2025-07-03 19:51:56,0.1,9.160750875717356e-06,151.86999081043862,revenge,"After loss: -83.27, latency: 0 days 00:00:06"
1575393.961,1.97802592,X,WSOL,pumpswap,2025-07-03 19:52:01,2CRSzuESKdz3A4bB7xxL6afCk7ysGxsFkiasspEFcrajyXJvCzgzaYj6TwJZtM4oFRvtDU3629g42GnRP44DNafT,300.4027965,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:52:01,0 days 00:00:05,5,1,151.8700000149644,1.1492518048328293e-08,-0.6122119425593859,263.18712848,2.0,1.0,2025-07-03 19:00:00,58,False,2025-07-03 19:52:01,0.08333333333333333,0.00019068423768065976,151.86980931327304,revenge,"After loss: -186.08, latency: 0 days 00:00:05"
1.562596058,45730556.25,WSOL,ð•,pumpdotfun,2025-07-03 19:52:09,fw8QtNUvqsWNhnGTrJTyKNBgDwqgYqPtt1gitS7TfwjQA82a4vDxhXsF9K7i2oF9z3hUDuKgHFvcXgCEq5N345K,237.3114633,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:52:09,0 days 00:00:08,8,0,5.189341279880015e-06,-99.99999658303729,-0.9999990081236207,-63.09133320000001,2.0,1.0,2025-07-03 19:00:00,58,False,2025-07-03 19:52:09,0.13333333333333333,151.86999998178672,3.317768459965009e-08,neutral,
1650732.127,1.97802592,X,WSOL,pumpswap,2025-07-03 19:54:19,3t5cWBkaeyM7Sff5EdE5929KETCUuPY9fukBji9nXYUieURCv84MR6oUdEYLykAAit6nWfJdSC1KGVGt1piFLAjD,300.4027965,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:54:19,0 days 00:02:10,130,1,151.8700000149644,2926575583.1949177,1056402.6166280922,63.09133320000001,1.0,2.0,2025-07-03 19:00:00,58,False,2025-07-03 19:54:19,2.1666666666666665,0.0001819815532674854,-0.0001767922119876054,fomo,"Price spike: 2926575583.19%, latency: 0 days 00:02:10"
18.24224248,22089893.6,WSOL,X,pumpswap,2025-07-03 19:55:56,4cJb4WQr2VHY2fEgWhQeJ4sBBL1NC8QbcPXyHRpj2LcEECrV9KL9tZ4YNprYWA6CznSgt8CabaTacTYLXxi1DF93,2768.077874,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:55:56,0 days 00:01:37,97,1,0.000125309697010039,-99.99991748884112,-0.9999889489989432,2467.6750775,1.0,2.0,2025-07-03 19:00:00,58,True,2025-07-03 19:55:56,1.6166666666666667,151.74000000464855,0.13000001031585384,neutral,
27743291.07,4.945064803,X,WSOL,pumpswap,2025-07-03 19:56:39,4K3YTofhK326XXM4CUVfrz4FKYkw5QgC5xTUapCFDm855JszZv4z9sA16JE4nHcFoDwPQ1XuGMvYqJzzdJvy3KBB,750.3641332,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:56:39,0 days 00:00:43,43,1,151.73999999853996,121091885.39230649,1520825.7898212916,-2017.7137408,1.0,2.0,2025-07-03 19:00:00,58,True,2025-07-03 19:56:39,0.7166666666666667,2.7046687839115115e-05,9.826300917092389e-05,greed,"After win: 2467.68, pos change: 1520825.79"
3.499237279,27743291.07,WSOL,X,pumpswap,2025-07-03 19:57:15,3u1ftdhuKFmSG2oCBaAWwmipbQKHyvPcFXB5Gdi4v4wWqyPSXeZaBVps5x8DkFAqhq3GHZ3RvHAKLmw1PVYVVAKh,530.9742647,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:57:15,0 days 00:00:36,36,1,1.913883480371098e-05,-99.99998738708659,-0.999999873870866,-219.38986849999992,2.0,1.0,2025-07-03 19:00:00,58,True,2025-07-03 19:57:15,0.6,151.7399999955819,2.958046252388158e-09,revenge,"After loss: -2017.71, latency: 0 days 00:00:36"
14176209.73,0.980198018,DPOA,WSOL,pumpdotfun,2025-07-03 19:58:15,xwHG9pdJFF3QxDKvw1byXCjqK7buKoXi9cbk6hwtwNSoi3mYutsndhrwrfLoi4FRyn3mYiqsgdLCTDzyC9ewtiM,148.7352473,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:58:15,0 days 00:01:00,60,0,151.74000004966345,792838134.9600582,4051227.482011151,-382.2390174000001,3.0,0.0,2025-07-03 19:00:00,58,False,2025-07-03 19:58:15,1.0,1.0491891001389692e-05,8.646943802321288e-06,revenge,"After loss: -219.39, latency: 0 days 00:01:00"
3.030731071,47791878.06,WSOL,DPOA,pumpdotfun,2025-07-03 19:59:12,2xGhLncC8HUtzgYjYpzadrrGydjRognSUEkAzGuSp3t5r56V1Rf5Hunctzti1wYxChnDMwHV5JpwN8ms8WrTDDGB,459.8831327,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:59:12,0 days 00:00:57,57,0,9.622621068011654e-06,-99.99999365848092,-0.9999997862100569,311.14788539999995,2.0,1.0,2025-07-03 19:00:00,58,True,2025-07-03 19:59:12,0.95,151.73999999553243,5.413102144302684e-08,revenge,"After loss: -382.24, latency: 0 days 00:00:57"
7.734121871,22120419.99,WSOL,TAP,pumpswap,2025-07-03 19:59:39,2xQS3GSvg53gUSjh3uHZJzVZmZddTpGcAa23zTgC5nt4MdWUHAQDT181zgYYLQPsHSAgKb83G5pXEPuLbDxMjygY,1173.575653,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 19:59:39,0 days 00:00:27,27,1,5.305394985857139e-05,451.34614034566846,1.5518997528368956,713.6925203000001,1.0,2.0,2025-07-03 19:00:00,58,True,2025-07-03 19:59:39,0.45,151.74000003807285,-151.73999041545179,fomo,"Price spike: 451.35%, latency: 0 days 00:00:27"
40737440.32,2.967038882,X,WSOL,pumpswap,2025-07-03 20:00:30,4Xbc7hFSo4fjYQp4ghRQjjh9Fo5oK2Hyt7a6zrQyopJtAQ48fZ4MA5vzdNHaJpMgPw8CXSDTornU1WEcxaTefrT7,450.5151838,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:00:30,0 days 00:00:51,51,1,151.83999998554788,286199137.5502964,5267234.3758414155,-723.0604692000002,1.0,2.0,2025-07-03 20:00:00,27,True,2025-07-03 20:00:30,0.85,1.1058995858873834e-05,4.1994953999697556e-05,greed,"After win: 713.69, pos change: 5267234.38"
5.936639851,142358.6314,WSOL,BlueChip,raydium,2025-07-03 20:01:49,39J6qnmfkwaS3zqDQauHDaVFchfKEs4rHybt3Nie8Cgfxrr4u8XqFRM7UB9PLLieczPFtp1jtc2VTP2XTha4np3d,901.419395,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:01:49,0 days 00:01:19,79,2,0.006332031898137509,-99.99582979985594,-0.9999998542706708,450.9042112,1.0,2.0,2025-07-03 20:00:00,27,True,2025-07-03 20:01:49,1.3166666666666667,151.84000000406965,-1.8521774336477392e-08,revenge,"After loss: -723.06, latency: 0 days 00:01:19"
31044828.84,3.920792078,F4R7C01N,WSOL,pumpdotfun,2025-07-03 20:19:18,kAUcCR7axeZodGNcmUeWz3iLYv3YKucg8jNK7jg1o4mwDfkUKiTdGqKRnSZR2LLEZSNvx8vv751ySqWtcfX8FAD,596.6661384,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:19:18,0 days 00:17:29,1049,0,152.17999999233828,2403235.9660917087,5229359.314786594,-304.7532566,2.0,1.0,2025-07-03 20:00:00,27,True,2025-07-03 20:19:18,17.483333333333334,1.9219501626989804e-05,0.006312812396510519,greed,"After win: 450.90, pos change: 5229359.31"
3.70534591,31044828.84,WSOL,F4R7C01N,pumpdotfun,2025-07-03 20:19:30,5cuvWrwrzVwdYK3NA4daSHxy3XWYxBxuwYaC9otJdFt5Wx6Hnmc1qo51FemDTwmbPVuUzSqNv6cfggVjjwtdP1cJ,563.8795406,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:19:30,0 days 00:00:12,12,0,1.8163396664421746e-05,-99.99998806453104,-0.9999998806453104,-32.78659779999998,2.0,1.0,2025-07-03 20:00:00,27,True,2025-07-03 20:19:30,0.2,152.18000000437206,-1.2033780194542487e-08,revenge,"After loss: -304.75, latency: 0 days 00:00:12"
46745775.95,1.470297028,ass,WSOL,pumpdotfun,2025-07-03 20:20:35,2kHufK6dxf2vYEQozdSqDvKXWRBeDiVYNQgGQW8A9Y9BtnbvxFKwQZqfXVVdUUUZQqeYu6uSJFJfwJPnth2Z7TFW,223.7350988,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:20:35,0 days 00:01:05,65,0,152.17000003348983,837783728.9000134,12615764.730223011,-340.14444180000004,3.0,0.0,2025-07-03 20:00:00,27,False,2025-07-03 20:20:35,1.0833333333333333,4.786209967705114e-06,1.3377186696716634e-05,revenge,"After loss: -32.79, latency: 0 days 00:01:05"
1.524473273,46745775.95,WSOL,ass,pumpdotfun,2025-07-03 20:20:49,BF12A5MCxCPpJ9QpC9nRmkqjvS8wUvh4B3AFr6g8kGmXKeKzikW4q4m4rqgFbMiLomj3FtGwZzxRwXVsSE6pKGK,231.979098,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:20:49,0 days 00:00:14,14,0,4.962568131249514e-06,-99.99999673879995,-0.9999999673879995,8.24399919999999,2.0,1.0,2025-07-03 20:00:00,27,False,2025-07-03 20:20:49,0.23333333333333334,152.17000003121734,2.272486199217383e-09,revenge,"After loss: -340.14, latency: 0 days 00:00:14"
37513086.61,1.470297028,MYMAN,WSOL,pumpdotfun,2025-07-03 20:23:26,638RRFSXmi6EBurzptWBMUjnvd9JxgqJ2oi4yZakWa1oRFf7pYES6q2w1u2ByzT9xdw9jgdi2WMEbNbG1ZDjHF31,223.7350988,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:23:26,0 days 00:02:37,157,0,152.17000003348983,3066355786.889865,24607243.531206682,-8.24399919999999,2.0,1.0,2025-07-03 20:00:00,27,False,2025-07-03 20:23:26,2.6166666666666667,5.964187941291883e-06,-1.001619810042369e-06,greed,"After win: 8.24, pos change: 24607243.53"
4966176.128,0.245049503,MYMAN,WSOL,pumpdotfun,2025-07-03 20:23:51,5tpNnKurKVpxyqxLmijoavtZCQEA2bcrk9g45A5ugALyMPREteRz4hLUtykJGDjq9pVUnvQ5Jt7QnFaGxSzsiMnd,37.28918287,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:23:51,0 days 00:00:25,25,0,152.16999999383796,-2.6057611623997445e-08,-0.8676148358670078,-186.44591593,2.0,1.0,2025-07-03 20:00:00,27,False,2025-07-03 20:23:51,0.4166666666666667,7.508630767192959e-06,152.16999252485905,revenge,"After loss: -8.24, latency: 0 days 00:00:25"
2422351.599,0.245049503,MYMAN,WSOL,pumpdotfun,2025-07-03 20:24:37,5WtdSPPFc9q5xyzKNMQo84wdKpNk6PnT6JpxHLnDpggwLjUzGXBmhosWQ9gXrLTXqbQ6X53ELeMDwiffvgXNRxFF,37.28918287,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:24:37,0 days 00:00:46,46,0,152.16999999383796,0.0,-0.5122300263692943,0.0,2.0,0.0,2025-07-03 20:00:00,27,False,2025-07-03 20:24:37,0.7666666666666667,1.5393794561199865e-05,152.1699846000434,revenge,"After loss: -186.45, latency: 0 days 00:00:46"
4129274.579,0.245049503,MYMAN,WSOL,pumpdotfun,2025-07-03 20:26:15,5WCaBc13tmM4fRLUW9EMKfKvwzY9J8C8G1tvhKSHmwo93YWYJoQRH2qkkab2M9B9KcJsKW31i5DnZAfx6Wg21prY,37.31858881,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:26:15,0 days 00:01:38,98,0,152.2899999923689,0.07885916970218343,0.7046553360398446,0.02940594000000374,1.0,1.0,2025-07-03 20:00:00,27,False,2025-07-03 20:26:15,1.6333333333333333,9.037565338906953e-06,152.1699909562726,neutral,
2.893700699,49030888.92,WSOL,MYMAN,pumpdotfun,2025-07-03 20:26:39,QHUGa5ZkBttd2J4vehF6MwmMU8tm7oUfbVx7AbeqrWSQUsxz3jGYYM8bRG4Mzyz4Y8uwy1DS5h5QFVxs6WkoAC5,440.6816795,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:26:39,0 days 00:00:24,24,0,8.987837855010685e-06,-99.99999409820877,-0.9999992992229886,403.36309069,0.0,2.0,2025-07-03 20:00:00,27,True,2025-07-03 20:26:39,0.4,152.29000001703355,-2.4664643660798902e-08,neutral,
753.50638,4.95,USDC,WSOL,raydium,2025-07-03 20:40:16,42VX3VQkNyBxi3BP4YYv9DPB6DZNBLaWCYbceo6dFyZ9D5V9rpRfzuyz3sBn748md9KopdepikWQRuhtPF5CKkx4,753.4039031,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:40:16,0 days 00:13:37,817,2,152.2028087070707,1693430635.6492665,259.3954100230184,312.7222236,0.0,3.0,2025-07-03 20:00:00,27,True,2025-07-03 20:40:16,13.616666666666667,0.9998639999571072,-0.9998550121192522,fomo,"Price spike: 1693430635.65%, latency: 0 days 00:13:37"
0.756221911,115.934891,WSOL,USDC,raydium,2025-07-03 20:40:32,2nTs5UA2acL25Es5G43h1FpmttURU5C2WkQ5qKd9fEc16zGjk2KMv3Xn9Bmyqoej5zuacdsiqzdu5NL8pHcywgUR,115.3238414,DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,2025-07-03 20:40:32,0 days 00:00:16,16,2,0.9947293727131724,-99.34644479877659,-0.998996396140667,-638.0800617,1.0,2.0,2025-07-03 20:00:00,27,False,2025-07-03 20:40:32,0.26666666666666666,152.49999996363502,-0.2971912565643322,neutral,
